id,title,body,rating,version,updatedAt
14330268991,Toxic Fitness Culture,"Good app overall for daily fitness training. I just have a few thoughts. I feel this app is objectifying women’s bodies rather than focusing on heath or strength. Plays into toxic fitness culture and manipulative marketing. When you first get started by choosing your “body type” and “goals” the imagery of the women is unreal. Cartoonish women that are busty, skinny waist, wide hips. Not how real women look. And then when you answer the motivational prompts, they ask like “do you want to get fit?” And u click yes. But then they ask you “do you want to be attractive?” This is not a motivational question to lift women up. A much better question would be “do you want to feel strong?” Or something like it. Very disappointed by this.",3,8.4.28,2026-07-21T00:00:00.000Z
14329131554,Not free,I downloaded it for at least 7 days free but at day 3 it doesn’t work and ask for the payment ….after I rate yesterday for it today it doesn’t work It’s bad,5,8.4.28,2026-07-21T00:00:00.000Z
14328378845,Mama Bear,"Mom of 6, wanting to get into shape. I love the options. My favorite right now is the dumbbell workout! I’m sweating and feeling the burn! Perfect amount of time for this busy Mama Bear! ♥️",5,8.4.28,2026-07-21T00:00:00.000Z
14324972618,Very easy to follow!,I haven’t worked out in years. Its an app that’s easy to use. Some things are free but to get the full advantage you would need to pay a fee.,5,8.4.27,2026-07-20T00:00:00.000Z
14324253567,Not bad,You have to pay to feel proud and I don’t like that,2,8.4.27,2026-07-19T00:00:00.000Z
14322864027,Updates,"Loved this app, paid for it. Sadly it gets worse with every update.",2,8.4.27,2026-07-19T00:00:00.000Z
14320776504,THIS APP IS STUPID DONT RECOMMEND,"Okay so I read all the reviews and naturally I thought it would be a good app so I downloaded it and I logged in and everything and when I tried to click to do an exercise, all would pop up is like premium something basically that I had to pay and it did that for everything I tried to do and literally didn’t even get single exercise in. This app is so stupid. I don’t recommend. Please don’t download this and waste your time like I did.",1,8.4.27,2026-07-19T00:00:00.000Z
14314433809,Quality Declining,I’ve been using this app since 2018. I used to really love it. Every workout was free (without ads) and there was a lot to choose from. In the past couple months they’ve put everything behind a paywall and randomly during my workouts the app redirects me to Shein’s website. This is extremely disappointing.,1,8.4.27,2026-07-17T00:00:00.000Z
14312293284,Really good app,This app is the best. I definitely recommend to people who want to start. Work out It’s really good. And it helped loose weight. It was really good.👍👍👍👍👍👍,5,8.4.26,2026-07-17T00:00:00.000Z
14308859067,Download right now,Love it,5,8.4.27,2026-07-16T00:00:00.000Z
14307471563,Love This App,Finally I’m motivated!!! Daily!!!,5,8.4.26,2026-07-15T00:00:00.000Z
14306466803,No longer free????,"I’ve been using and loving this app for years. Now after recent update, it won’t let me do anything without a subscription. Still claims that you can use for free, so please fix this!!! Tried to contact and it said my email couldn’t be sent. Hoping they read these??",2,8.4.27,2026-07-15T00:00:00.000Z
14303029084,Paying,I’m not paying to workout that is stupid,3,8.4.27,2026-07-14T00:00:00.000Z
14297707993,Poor handling of informing people of their subscription and where to find out information about it,"Hi, I subscribed to what I thought was a year plan for 39.99 and a 6 day trial. It did not let me know before the trail was over so I couldn’t cancel it. I was going to keep it but then discovered that it was 39.99 per month not 39.99 for the entire year. This was very misleading. When I tried to go into your app to see my subscription detail I could not find it any where. I would like a refund of the money that was taken out of my account. And I have already cancelled my subscription",1,8.4.26,2026-07-13T00:00:00.000Z
14297668170,Perfect for in your 50’s,This is a great workout especially for women in their 50’s .,5,8.4.26,2026-07-13T00:00:00.000Z
14291852699,I cannot log into app,I paid for a year membership and I cannot log into the account because it says it does not exist. I’ve tried to message the company and it says my message seems like spam and my inquiry won’t be submitted. I’ve tried multiple ways to submit to bypass this with no luck. There is no way to contact them otherwise and now I have 8 months that’s I paid for left that I do not have access to and all I want is to be able to access the app. So now what…,1,8.4.26,2026-07-11T00:00:00.000Z
14290422468,Full Body Slim,Great App,5,8.4.26,2026-07-11T00:00:00.000Z
14286721683,capitalism ruined it,"i used this app back in 2023 to lose weight i downloaded it back in 2026 EVERYTHING requires money , everything is behind a paywall.. why make a app free if you’re gonna do mini in-app purchases for everything.",1,8.4.26,2026-07-10T00:00:00.000Z
14280991777,Crazy,It really doesn’t work,3,8.4.26,2026-07-09T00:00:00.000Z
14279948531,Deleted after years of use,"I used to LOVE this app. It allowed me to access work outs on my own time, in my own way. It was free forever, then recently required 90sec ads to do workouts, which was fine. All of a sudden I couldn’t access anything without paying an outrageous price. Apparently for them, money is more important than helping all people now. Used to be great, now is not at all.",1,8.4.26,2026-07-09T00:00:00.000Z
14277925854,The SHEIN ads are out of control,"While you’re working out, the app will close and the Shein website will open and this will happen multiple times without you prompting or touching your phone",1,8.4.25,2026-07-08T00:00:00.000Z
14276572019,Great workouts,I’m just starting and they have all types of exercises and all types of levels so u choose the one that’s best for you,5,8.4.25,2026-07-08T00:00:00.000Z
14276064361,Free trial wasn’t free,"I wanted to try the free trial, I was told in app that there would be no charge until the end of the free trial and you guys immediately charged me! Now there is just a charge pending and I can’t pay for it. I’d like the trial to be cancelled so I don’t get charged the 39.99! I’m broke as hell and this is just ruining my experience. I used to use this app for free all the time and now suddenly I HAVE to pay or use a free trial? This is very disheartening. Please cancel my trial and cancel the payment so I don’t get charged. Thanks. Also wanted to just contact support for this but kept getting flagged as “spam” so yeah.",1,8.4.26,2026-07-08T00:00:00.000Z
14275682276,Updates,"I’ve had this app for over five years now and I’ve loved them, but hate how they kept going from completely free to charging for everything now. Really great app but not paying for it.",4,8.4.26,2026-07-07T00:00:00.000Z
14275420028,Cost,I get it life is not easy you have to pay for stuff but really? Why does it have to cost money I want a workout im under 18 no job how do I pay? Still the question were understandable seemed like it was really gonna help,4,8.4.26,2026-07-07T00:00:00.000Z
14274175102,Nice,I love it,5,8.4.25,2026-07-07T00:00:00.000Z
14271423099,Very good!,"A very good app for motivation and everything, it’s fun to do for me at least, I love the warm ups and cool downs and demonstrations. Worth the money really.",5,8.4.25,2026-07-06T00:00:00.000Z
14270786563,"Started great, then locked up","The app allows you to access almost everything at the start, and then begins to restrict. I’ve had the app for over a year now and I am unable to do anything at all. I cannot do saved workouts or any other plan that I used to be able to access after watching over a minute of ads.",2,8.4.25,2026-07-06T00:00:00.000Z
14264918620,Idk,It made me pay after the first day and u didn’t like it,1,8.4.25,2026-07-05T00:00:00.000Z
14260733949,Maggie,It's ok,4,8.4.25,2026-07-04T00:00:00.000Z
14254614594,The best!!,This app has everything you need to get in shape and be healthy. Very easy to follow good music and great workouts. Highly recommended.,5,8.4.25,2026-07-02T00:00:00.000Z
14251432995,Very good app,I am really enjoying this app… lots of different options.,5,8.4.25,2026-07-01T00:00:00.000Z
14250373918,Love this app!,Finally found an app that fits my workout needs!,5,8.4.25,2026-07-01T00:00:00.000Z
14249980354,"Great app, downloads impossible","This app and the workouts are great. Even with a paid subscription, you cannot download. No help or steps from online searches help.",3,8.4.25,2026-07-01T00:00:00.000Z
14246967026,Cannot access paid subscription,I was logged out of the app recently and cannot log back in to access my workouts and benefits of my paid subscription,3,8.4.25,2026-06-30T00:00:00.000Z
14243194565,Nothing but paywalls,Is there anything that is free on this app anymore?? Even workouts I had previously saved now ask you to pay. Ridiculous,1,8.4.25,2026-06-30T00:00:00.000Z
14241644246,Great for beginners,I’ve been off and on with the Sweat app but it’s a lot of dedication from the start. Workout for Women from home and gym it’s great for beginners and it’s not killer or time consuming. I can fit 20 min or less anytime in between my schedule. Works out aren’t out of this world and one can sustain it for beginners. Def recommend!,5,8.4.25,2026-06-29T00:00:00.000Z
14229833137,"Good, but...",I LOVE this app. Great workouts for all ages. But... I am on the free version and there are a lot of things that I can't do without paying. Still has good options for the free version but please allow the free version to make me able to do more things.,4,8.4.25,2026-06-26T00:00:00.000Z
14227812994,Thank you,Im Liking the app so far thanks so Much!!!,5,8.4.25,2026-06-26T00:00:00.000Z
14225692756,￼So great,Short workouts perfect for anyday,5,8.4.25,2026-06-25T00:00:00.000Z
14222226181,Scam and expensive,Cancelled my subscription and then received not one but two charges in the same day totaling almost $100!!! Don’t do it! Not worth it.,1,8.4.25,2026-06-24T00:00:00.000Z
14221168828,Subscriptions,"The is a good workout app but the only thing that i don’t like is that it said it was giving me a free subscription because it was my first time using this app, i get the subscription and its charged me 30 dollars idk if i did something wrong but warning, just stick to the free version and don’t be scammed like me 😭",3,8.4.25,2026-06-24T00:00:00.000Z
14220597773,The Best Workout App in the World,"Update, June 24, 2026 - I’ve been using this app for a while and I like it even more than when I started. One of the rare and fantastic things about the workouts is that they are genuinely well thought out, really nicely put together. It seems a person sat down and thought this through and put the exercises in the right order and the most beneficial exercises. So, there are no surprises. The workouts do what they say they will do. Anyway, I do wish they’d put out some new PROGRAMS, though I’m sure at some point they will. ———- I am absolutely crazy about this app. It has everything, almost (no tai chi, yet). All types of exercises and yoga . . . Of various lengths. I am on a 30 day dumbbell program right now. The variety of exercises in that one program is amazing. I’ve never seen some of those moves. Also, doing a 7-minute workout in the morning; love those unique moves, too. Basically, you get this and you don’t need anything else. I downloaded dozens of workout apps and this is the one who stood out way, way above the others; nothing even compares. Totally love it!",5,8.4.24,2026-06-24T00:00:00.000Z
14217181753,Good but why subscription??!!😭,The app is good! I had it once before but I stopped using it then I started using again then bam u have to get a subscription on the 4th day. I don’t know why but I just hope it won’t happen again. Anyway besides that the app is pretty good. Though I do suggest getting younger ages below 18 because some girls who want to change and get a bit healthier in 6th grade or older can be a better version of themselves.,5,8.4.24,2026-06-23T00:00:00.000Z
14212862587,Subscription,Cancelled subscription and still got charged for it. No spot in app to manage no place on website either. Went to contact support and every time I hit submit it would say the request couldn’t be submitted because it’s spam. Don’t get app it not free it will make you sign up for a subscription and not let you cancel it.,1,8.4.24,2026-06-22T00:00:00.000Z
14210920635,Free Version So Frustrating,I do not care if I have to watch ads but what I do care about is if I get a pop up screen with no continuation option only advertising the paid version. The workout is available with ads yet the interface traps you with their predatory ads.,1,8.4.24,2026-06-21T00:00:00.000Z
14209021980,Great app,Love the variety of the workouts and being able to choose different programs,5,8.4.23,2026-06-21T00:00:00.000Z
14204125134,Free trial SCAM,"I downloaded this app yesterday and I wanted to try the 1-week free trial, but once I used the Apple Pay feature to subscribe to the free trial I was charged $29.99!? Dealing with my bank now to get my money back but it literally said I would not get charged until a week after.",1,8.4.24,2026-06-20T00:00:00.000Z
14203283136,My #1.,Life changing. <3,5,8.4.24,2026-06-20T00:00:00.000Z
14190183704,My opinio,It’s perfect,5,8.4.23,2026-06-16T00:00:00.000Z
14187519047,Kendall Serage WFW Review,"This workout app is probably the best option out there! It gives me so much motivation and excitement to get up and do the workouts in the morning. The best thing about it is that you can pick the type of workouts you want to focus on, whether it’s pilates, wall pilates, fitness, postpartum workouts, and more! Truly the best option.🫶🏻",5,8.4.23,2026-06-15T00:00:00.000Z
14185702009,Syn,I had a trouble with a few things but I really love this app and I definitely feel like I wanna do more!,4,8.4.23,2026-06-15T00:00:00.000Z
14174937162,Stupid,"It let me start my training on the ""free app"" but the second day it was making me have to pay to continue so I don't recommend getting it unless u have the money to waste on it if u do it's pretty great",1,8.4.23,2026-06-12T00:00:00.000Z
14174692818,Workout at home,Amazing,5,8.4.21,2026-06-12T00:00:00.000Z
14174457575,Easy to follow along,Love the easy every day consistency. The daily quotes help me with my mental health and keep me motivated.,5,8.4.21,2026-06-12T00:00:00.000Z
14167037105,I’m giving it five stars so you can see it,"It’s OK for the first day, but as soon as you hit the second day, it fires in your face, a bunch of different ads to get their premium, which you have to pay for and you can’t get to the without paying",5,8.4.22,2026-06-10T00:00:00.000Z
14166078145,🧐🧐🧐🧐🧐🧐,You told me a free trial for a week and the charged me $19.99 right away. What can I do?!,1,8.4.21,2026-06-10T00:00:00.000Z
14165948645,They say is free but they charge you,They offer a free week then when you accept they charge you. Also doesn’t let you use the free part of the app anymore. Very disappointed I used to love this app,1,8.4.21,2026-06-10T00:00:00.000Z
14163546305,Great app!,"I started using this app when I was in the Marines and am now using it postpartum! I still love it! I have purchased the membership a couple times with breaks in between. So I like how convenient it is to be able to take a break. No match for an expensive gym membership. I prefer this for its simplicity and motivational content. I can work around my babies naps now that I’m almost a year postpartum. I’m also easing my body back into movement by doing the postpartum recovery plan! There’s so many options. And I have a bad back and knee problem, along with shoulder issues too. Just need to listen to your body. Check it out!!",5,8.4.21,2026-06-09T00:00:00.000Z
14162328271,No longer free bummer,"I used this app for years and it’s no longer free, you have to pay monthly or yearly",2,8.4.21,2026-06-09T00:00:00.000Z
14160080073,AMack91,Great app for working at your own pace. It really helped me tone and lose weight. Plenty workout outs and exercises too. I took away two stars because I used this app a lot when most of the exercise routines were free. Now everything I click on they want you to subscribe and that sucks,3,8.4.21,2026-06-08T00:00:00.000Z
14157097193,Horrible,Horrible wouldn’t let me cancel my subscription,1,8.4.21,2026-06-08T00:00:00.000Z
14152184353,No longer free with ads,Paywall to use what a disapppointment once you have reached “free access limit”,1,8.4.21,2026-06-06T00:00:00.000Z
14149160522,Great app.,This is a beautiful app. It’s amazing. I got this app last year in October. And I already lost 80 pounds I recommend this app a lot.,5,8.4.21,2026-06-06T00:00:00.000Z
14148499373,Workouts,Really gets you sweating and pumped great for any exercise!!,4,8.4.21,2026-06-05T00:00:00.000Z
14147454883,Awesome and Great Experience!,My first initial thought was this was just gonna be any other workout app I’ve downloaded before but it actually wasn’t the case at all! I really liked it overall and just the app itself is very helpful and easygoing. I liked how consistent the app is whenever it is time to get that daily workout in and how easy it is to customize and navigate your way through. The app is I would say easy to use especially for beginners because I was a beginner myself. I would recommend having more workout or exercise options though.,5,8.4.21,2026-06-05T00:00:00.000Z
14144994589,Very good overall,Very good overall but I was looking for a workout plan that was free and I didn’t have to pay so if they could that you had to pay for the 2nd training session that’ll be great,4,8.4.21,2026-06-05T00:00:00.000Z
14144426555,Audrey’s review,I think it’s great but I hate that we have to pay just to work out when we already have a lot to do like pay bills and extra but everything else is great,5,8.4.21,2026-06-04T00:00:00.000Z
14144153169,I shouldn’t have to pay!!!😤😡,I shouldn’t have to pay for this app because I’m not wasting money for an app that i am going to end up deleting when I reach my goal and it’s a waste of of money.,3,8.4.21,2026-06-04T00:00:00.000Z
14140886742,now you have to pay,"i really enjoyed this app in the past, the workouts were great! downloaded it again to use it, now you have to pay. ugh.",4,8.4.21,2026-06-03T00:00:00.000Z
14138797995,Not Free (239.88 YEARLY),I only got to do one session for free. Now it wants me to pay for a subscription. The ‘deal’ I was given was 12 Months for 29.99. (84% Off) The Non-Discounted Monthly Payment is 19.99. So yearly it’ll be around 239.88 after your deal gets dropped. Ridiculous.,1,8.4.21,2026-06-03T00:00:00.000Z
14132101956,$$$,I currently can’t afford to pay the monthly fee for the better experience this app will give me. I wish they made it completely free. While I do understand this is somebody’s income I believe there could have been other ways in the app they could have added a price tag that wouldn’t be so restricting for the free users.,3,8.4.20,2026-06-01T00:00:00.000Z
14131609157,Lack of Transparency,"My app updated and I no longer have access to Free with Ads. Though the free option with ads is shown when they promote the subscription, there’s actually no where to choose that option. You are only given the options of paying yearly or monthly. This lack of transparency is now making me lose my free access while also trying to force me to pay for this app. Have had this app for years and it truly has turned awful.",1,8.4.20,2026-06-01T00:00:00.000Z
14131519821,Keeps redirecting to SHEIN,"I love this app and have used it for years. For whatever reason, I was redirected to the SHEIN website three times during a recent workout. Thought this was a one off but it keeps happening. Please fix!",2,8.4.20,2026-06-01T00:00:00.000Z
14129030368,Finally healthy,Never felt better,5,8.4.20,2026-05-31T00:00:00.000Z
14120966795,So,I’m so happy about this app I love it so so much like wow so good I just feel so happy and good about myself just wow,5,8.4.20,2026-05-29T00:00:00.000Z
14120377531,"Simply great, plus comments","I love this app. So convenient, and helps me just get to the exercise without having to do any research or get distracted by other things (which happens when I go on YT for routines). I exercise with way more variety and frequency because of it. As someone who is trying to get back into running after a long hiatus, it is very helpful for strength/cross training. Plus there are so many options! I have favorites, but also just the daily or randomly choosing another routine keeps it fresh. My only comment is that I wish there were some more options for the sound indicators. The voice and bell are fine, but it would be great to have something less wordy or just different, more subtle sounds. I often listen to my own music or podcasts while I do the workouts and I would love some auditory ques that weren’t so distracting.",5,8.4.20,2026-05-29T00:00:00.000Z
14118161162,Lame,It has a nice layer on how they give you the workouts and how it displays what you have to do before you start. The only downside is that you have to have the subscription to do anything basically.,3,8.4.20,2026-05-29T00:00:00.000Z
14115538096,The Best Thing my Phone Has Done For Me,I bought one year subscription back in October of 2025. I have consistently done my program 2x per week since and I have completely transformed my body composition. I have also gotten a few others onto this bandwagon and they’re loving the app as well.,5,8.4.20,2026-05-28T00:00:00.000Z
14112093902,Awesome!,Such an amazing app!! Love it!!,5,8.4.20,2026-05-27T00:00:00.000Z
14106505610,Ok app,An ok app but why do I have to pay if there helping me,2,8.4.20,2026-05-26T00:00:00.000Z
14106038479,Money grab,The app may be free to download but there is little to no workouts now that you can do for free. I’ve had this app for a long time and have recently gotten back into it only to be rejected at every turn. I just clicked about 7 different options in a row and every time a pop up would appear stating that I’d have to have a paid plan to use any of them. This even included previously free workout that i had done and added to favorites in the past. Don’t waste your time with this app.,1,8.4.20,2026-05-25T00:00:00.000Z
14102393036,Charged Before Expected Trial Ended,I signed up for this app because it advertised a fee trial. I was charged the same day I signed up and wasn’t given the advertised 3 days free. I tried contacting the company via email and no response. I tried to request a refund with Apple and they denied it. Very disappointed by the lack of support and misleading free trial terms. Don’t trust this app.,1,8.4.20,2026-05-24T00:00:00.000Z
14097785677,Connect to apple watch plz!!,I recently got the app and so far so good my only thing is i wished i could connect it to my watch so that i counts the calories i burned instead of just doing it manually. But i would recommend the app and ill right an update in a couple of months with progress!!,4,8.4.20,2026-05-23T00:00:00.000Z
14093572787,Amazing,It was amazing I’ve never felt this alive and I love the music that they put it’s so motivating!!,5,8.4.20,2026-05-22T00:00:00.000Z
14092968923,money money money,used to be an amazing app but now u need premium for every feature… such a let down,1,8.4.20,2026-05-22T00:00:00.000Z
14091014984,Yay,Great for workouts and I really enjoy it,4,8.4.20,2026-05-21T00:00:00.000Z
14089758865,Reps instead of timer,I wish there was a way you could have it switch to reps instead of having a timer for each exercise,4,8.4.20,2026-05-21T00:00:00.000Z
14084762698,Fan,Best app for daily workout ❤️,5,8.4.20,2026-05-20T00:00:00.000Z
14083421546,Lies,Worst app ever it’s says free but charges me on the second day,1,8.4.20,2026-05-19T00:00:00.000Z
14082318224,Don’t download unless you wanna pay,"I remembered using this app when I was in middle school and decided to try it again to help with some health problems I have. Just about everything now requires a subscription. SOME things you can watch an ad to gain access to, but not all. I tried some of the stretch routines and they aren’t even really stretches half the time. Same for the yoga. Targeted workouts are a hit or miss. Don’t trust the personal plan either!! They let you try it, but you gotta pay for that too in the end.",2,8.4.20,2026-05-19T00:00:00.000Z
14082191991,Muy buena,Me encanta lo noto el cambio u le veo mucho mejor,5,8.4.20,2026-05-19T00:00:00.000Z
14080367347,Not what it used to be,"I’ve used this app for YEARS and recently there have been changes that almost force you to purchase a subscription. It used to be accessible without added fees, but now you have to watch ads that are difficult to click out of and are blocked off from most of the app unless you pay.",2,8.4.20,2026-05-19T00:00:00.000Z
14080128210,Forced me to buy premium,I really thought this was amazing till my second workout and it didn’t let me do it without buying the premium subscription so that ruined it :(,2,8.4.20,2026-05-18T00:00:00.000Z
14069630313,Perfect,Really nice app for workout,5,8.4.20,2026-05-16T00:00:00.000Z
14069512069,used to be better,"i’ve had this app for a while, and i still really like it. i’ll admit i pay for the features so i don’t get ads, however, it is slowly turning into ai slop. many of the newer daily workouts are the same things over and over. the daily habit stretch is just a workout, not stretches. a lot of the better stuff is all older material.",3,8.4.20,2026-05-16T00:00:00.000Z
14068643912,No longer free,I used to love this app. I used it for 7 years. It used to be totally free without ads. Then they made some stuff subscription based. Then some stuff you could still get with ads. And now you can’t get anything without a subscription. Such a waste the way it changed,1,8.4.20,2026-05-15T00:00:00.000Z
14068405359,Perfect,"So far it’s amazing and the work outs are better than I could have imagined. I love the different variations and added “spice/movements” they’ve added to main exercises we all know from working out prior to this app. They give you more bang for your buck especially in endurance and mobility, plus your body warms up perfectly with no stress added to joints or anything else that could cause injury during your workout. 🦄🦄🦄🤓",5,8.4.20,2026-05-15T00:00:00.000Z
14067629732,"Love it, but…","This app has been a huge help keeping me focused and motivated to workout right from home. It’s convenient and easy to follow. So many options for what your goals are. Only downside is there is a lack of pregnancy safe strength training, mobility and flexibility workouts. There are stretches and postpartum workouts, but not much for during the pregnancy. Much less for breakdowns of the different trimesters. Considering this is a women’s fitness app, I believe there should be more resources for the pregnancy stage that keep mom healthy and baby safe. Please consider for a near future update.",4,8.4.20,2026-05-15T00:00:00.000Z
14063791891,No longer a free workout app,"Used for years and loved the workout history feature, but lately more and more workouts required the premium subscription, and now since the beginning of may all of them require the subscription.",1,8.4.20,2026-05-14T00:00:00.000Z
14059405762,Dede,I’m getting better!,5,8.4.20,2026-05-13T00:00:00.000Z
14056559833,Ms,Great app with easy to follow workouts.,5,8.4.20,2026-05-12T00:00:00.000Z
